"GEOID","multinom","rf","growth_prob","consensus"
"170317304001","Growth","Growth",1,"3"
"170317304002","Growth","Growth",1,"3"
"170317304003","Decline","Decline",0,"1"
"170317305001","Growth","Growth",1,"3"
"170317305003","Decline","Decline",0,"1"
"170317305004","Growth","Growth",1,"3"
"170317306001","Growth","Growth",1,"3"
"170317306002","Growth","Growth",1,"3"
"170317306003","Growth","Growth",1,"3"
"170317307001","Decline","Decline",0,"1"
"170317307002","Growth","Growth",1,"3"
"170317401001","Growth","Growth",1,"3"
"170317401002","Stable","Stable",0,"2"
"170317401003","Growth","Growth",1,"3"
"170317401004","Growth","Growth",1,"3"
"170317402001","Decline","Decline",0,"1"
"170317402002","Growth","Growth",1,"3"
"170317402003","Growth","Growth",1,"3"
"170317402004","Growth","Growth",1,"3"
"170317403001","Growth","Growth",1,"3"
"170317403002","Growth","Growth",1,"3"
"170317403003","Growth","Growth",1,"3"
"170317403004","Stable","Stable",0,"2"
"170317403005","Growth","Growth",1,"3"
"170317404001","Growth","Growth",1,"3"
"170317404002","Growth","Growth",1,"3"
"170317404003","Stable","Stable",3.34288906077583e-302,"2"
"170317404004","Growth","Growth",1,"3"
"170317501001","Growth","Growth",1,"3"
"170317501002","Stable","Stable",1.32476110314865e-206,"2"
"170317501004","Stable","Stable",5.50373264939472e-09,"2"
"170317502001","Growth","Growth",1,"3"
"170317502003","Growth","Growth",1,"3"
"170317503001","Growth","Growth",1,"3"
"170317503002","Growth","Growth",1,"3"
"170317503003","Growth","Growth",1,"3"
"170317504001","Growth","Growth",1,"3"
"170317504002","Growth","Growth",1,"3"
"170317504003","Growth","Growth",1,"3"
"170317505001","Decline","Decline",0,"1"
"170317505002","Growth","Growth",1,"3"
"170317505003","Stable","Stable",6.47893786501277e-62,"2"
"170317506001","Decline","Decline",0,"1"
"170317506002","Decline","Decline",0,"1"
"170317506003","Growth","Growth",1,"3"
"170317608011","Growth","Growth",1,"3"
"170317608012","Growth","Growth",1,"3"
"170317608021","Growth","Growth",1,"3"
"170317608031","Growth","Growth",1,"3"
"170317608032","Growth","Growth",1,"3"
"170317608033","Growth","Growth",1,"3"
"170317702011","Growth","Growth",1,"3"
"170317702012","Growth","Growth",1,"3"
"170317702013","Growth","Growth",1,"3"
"170317702021","Growth","Growth",1,"3"
"170317702022","Growth","Growth",1,"3"
"170317702023","Growth","Growth",1,"3"
"170317703001","Growth","Growth",1,"3"
"170317703002","Decline","Decline",0,"1"
"170317703003","Growth","Growth",1,"3"
"170317703004","Growth","Growth",1,"3"
"170317703005","Growth","Growth",1,"3"
"170317704001","Growth","Growth",1,"3"
"170317704002","Growth","Growth",1,"3"
"170317704003","Growth","Growth",1,"3"
"170317705001","Growth","Growth",1,"3"
"170317705002","Growth","Growth",1,"3"
"170317706011","Decline","Decline",0,"1"
"170317706012","Growth","Growth",1,"3"
"170317706013","Growth","Growth",1,"3"
"170317706021","Growth","Growth",1,"3"
"170317706022","Growth","Growth",1,"3"
"170317706023","Growth","Growth",1,"3"
"170317707001","Growth","Growth",1,"3"
"170317707002","Growth","Growth",1,"3"
"170317708001","Growth","Growth",1,"3"
"170317708002","Growth","Growth",1,"3"
"170317709011","Growth","Growth",1,"3"
"170317709012","Growth","Growth",1,"3"
"170317709013","Growth","Growth",1,"3"
"170317709014","Growth","Growth",1,"3"
"170317709021","Growth","Growth",1,"3"
"170317709022","Decline","Stable",0,"Disagreement"
"170318001001","Stable","Stable",0,"2"
"170318001002","Growth","Growth",1,"3"
"170318002001","Growth","Growth",1,"3"
"170318002002","Growth","Growth",1,"3"
"170318002003","Decline","Decline",0,"1"
"170318002004","Growth","Growth",1,"3"
"170318002005","Growth","Growth",1,"3"
"170318002006","Stable","Stable",0,"2"
"170318003001","Growth","Growth",1,"3"
"170318003002","Growth","Growth",1,"3"
"170318003003","Stable","Stable",0,"2"
"170318004001","Growth","Growth",1,"3"
"170318004002","Growth","Growth",1,"3"
"170318004003","Growth","Growth",1,"3"
"170318005001","Stable","Stable",0,"2"
"170318005002","Growth","Growth",1,"3"
"170318005003","Stable","Stable",0,"2"
"170318005004","Stable","Stable",1.00883138697383e-211,"2"
"170318005005","Stable","Stable",0,"2"
"170318006001","Stable","Stable",0,"2"
"170318006002","Growth","Growth",1,"3"
"170318007001","Growth","Growth",1,"3"
"170318007002","Growth","Growth",1,"3"
"170318007003","Growth","Growth",1,"3"
"170318007004","Growth","Growth",1,"3"
"170318008001","Growth","Growth",1,"3"
"170318009001","Growth","Growth",1,"3"
"170318009003","Growth","Growth",1,"3"
"170318009004","Growth","Growth",1,"3"
"170318010001","Growth","Growth",1,"3"
"170318010002","Growth","Growth",1,"3"
"170318010003","Growth","Growth",1,"3"
"170318010004","Growth","Growth",1,"3"
"170318011001","Growth","Growth",1,"3"
"170318011002","Growth","Growth",1,"3"
"170318011003","Growth","Growth",1,"3"
"170318011004","Growth","Growth",1,"3"
"170318012001","Growth","Growth",1,"3"
"170318012002","Growth","Growth",1,"3"
"170318012003","Growth","Growth",1,"3"
"170318013001","Decline","Decline",0,"1"
"170318013002","Growth","Growth",1,"3"
"170318013003","Growth","Growth",1,"3"
"170318013004","Growth","Growth",1,"3"
"170318014001","Growth","Growth",1,"3"
"170318014002","Growth","Growth",1,"3"
"170318015001","Growth","Growth",1,"3"
"170318015002","Growth","Growth",1,"3"
"170318015003","Growth","Growth",1,"3"
"170318016011","Decline","Decline",0,"1"
"170318016012","Growth","Growth",1,"3"
"170318016031","Growth","Growth",1,"3"
"170318016032","Growth","Growth",1,"3"
"170318016051","Growth","Growth",1,"3"
"170318016052","Growth","Growth",1,"3"
"170318016053","Growth","Growth",1,"3"
"170318016054","Growth","Growth",1,"3"
"170318016055","Growth","Growth",1,"3"
"170318016061","Growth","Growth",1,"3"
"170318016062","Growth","Growth",1,"3"
"170318016063","Stable","Stable",0,"2"
"170318016064","Growth","Growth",1,"3"
"170318016065","Growth","Growth",1,"3"
"170318016071","Growth","Growth",1,"3"
"170318016072","Growth","Growth",1,"3"
"170318016073","Growth","Growth",1,"3"
"170318016081","Stable","Stable",1.4026726986118e-289,"2"
"170318016082","Growth","Growth",1,"3"
"170318016083","Stable","Stable",1.64025809817497e-168,"2"
"170318016084","Growth","Growth",1,"3"
"170318017011","Growth","Growth",1,"3"
"170318017012","Growth","Growth",1,"3"
"170318017021","Growth","Growth",1,"3"
"170318017022","Growth","Growth",1,"3"
"170318017023","Growth","Growth",1,"3"
"170318017024","Stable","Stable",2.6039786963723e-232,"2"
"170318018001","Growth","Growth",1,"3"
"170318018002","Growth","Growth",1,"3"
"170318018003","Growth","Growth",1,"3"
"170318018004","Growth","Growth",1,"3"
"170318019011","Growth","Growth",1,"3"
"170318019012","Growth","Growth",1,"3"
"170318019013","Decline","Decline",0,"1"
"170318019021","Growth","Growth",1,"3"
"170318019022","Growth","Growth",1,"3"
"170318019023","Growth","Growth",1,"3"
"170318020021","Growth","Growth",1,"3"
"170318020022","Growth","Growth",1,"3"
"170318020031","Growth","Growth",1,"3"
"170318020041","Growth","Growth",1,"3"
"170318020042","Growth","Growth",1,"3"
"170318020044","Growth","Growth",1,"3"
"170318021001","Growth","Growth",1,"3"
"170318021002","Growth","Growth",1,"3"
"170318021003","Growth","Growth",1,"3"
"170318022001","Growth","Growth",1,"3"
"170318022002","Growth","Growth",1,"3"
"170318022003","Growth","Growth",1,"3"
"170318023001","Growth","Growth",1,"3"
"170318023002","Growth","Growth",1,"3"
"170318024021","Growth","Growth",1,"3"
"170318024022","Growth","Growth",1,"3"
"170318024023","Growth","Growth",1,"3"
"170318024024","Growth","Growth",1,"3"
"170318024031","Growth","Growth",1,"3"
"170318024041","Growth","Growth",1,"3"
"170318024042","Growth","Growth",1,"3"
"170318024044","Growth","Growth",1,"3"
"170318025031","Growth","Growth",1,"3"
"170318025032","Growth","Growth",1,"3"
"170318025033","Growth","Growth",1,"3"
"170318025034","Growth","Growth",1,"3"
"170318025041","Growth","Growth",1,"3"
"170318025042","Stable","Stable",3.53544828096241e-101,"2"
"170318025043","Growth","Growth",1,"3"
"170318025044","Growth","Growth",1,"3"
"170318025052","Growth","Growth",1,"3"
"170318025054","Stable","Stable",8.37794346197958e-212,"2"
"170318025055","Growth","Growth",1,"3"
"170318025056","Growth","Growth",1,"3"
"170318025061","Growth","Growth",1,"3"
"170318025062","Growth","Growth",1,"3"
"170318026052","Growth","Growth",1,"3"
"170318026053","Decline","Decline",0,"1"
"170318026054","Growth","Growth",1,"3"
"170318026055","Growth","Growth",1,"3"
"170318026071","Growth","Growth",1,"3"
"170318026081","Growth","Growth",1,"3"
"170318026082","Growth","Growth",1,"3"
"170318026083","Growth","Growth",1,"3"
"170318026084","Growth","Growth",1,"3"
"170318026091","Growth","Growth",1,"3"
"170318026093","Growth","Growth",1,"3"
"170318026094","Growth","Growth",1,"3"
"170318026101","Growth","Growth",1,"3"
"170318027011","Growth","Growth",1,"3"
"170318027012","Growth","Growth",1,"3"
"170318027014","Growth","Growth",1,"3"
"170318027021","Growth","Growth",1,"3"
"170318027022","Growth","Growth",1,"3"
"170318027023","Growth","Growth",1,"3"
"170318028011","Growth","Growth",1,"3"
"170318028012","Growth","Growth",1,"3"
"170318028013","Growth","Growth",1,"3"
"170318028014","Growth","Growth",1,"3"
"170318028015","Growth","Growth",1,"3"
"170318028021","Growth","Growth",1,"3"
"170318028022","Growth","Growth",1,"3"
"170318028023","Growth","Growth",1,"3"
"170318028024","Growth","Growth",1,"3"
"170318029001","Growth","Growth",1,"3"
"170318029002","Growth","Growth",1,"3"
"170318029003","Growth","Growth",1,"3"
"170318030051","Growth","Growth",1,"3"
"170318030052","Growth","Growth",1,"3"
"170318030071","Stable","Stable",0,"2"
"170318030072","Decline","Decline",0,"1"
"170318030073","Stable","Stable",0,"2"
"170318030081","Growth","Growth",1,"3"
"170318030082","Stable","Stable",1.2137463688559e-318,"2"
"170318030083","Growth","Growth",1,"3"
"170318030101","Growth","Growth",1,"3"
"170318030102","Growth","Growth",1,"3"
"170318030103","Growth","Growth",1,"3"
"170318030104","Stable","Stable",5.36841969943514e-262,"2"
"170318030121","Growth","Growth",1,"3"
"170318030131","Growth","Growth",1,"3"
"170318030132","Growth","Growth",1,"3"
"170318030133","Decline","Decline",0,"1"
"170318030141","Growth","Growth",1,"3"
"170318030142","Growth","Growth",1,"3"
"170318030151","Growth","Growth",1,"3"
"170318030152","Growth","Growth",1,"3"
"170318030153","Growth","Growth",1,"3"
"170318030161","Growth","Growth",1,"3"
"170318030171","Growth","Growth",1,"3"
"170318030172","Growth","Growth",1,"3"
"170318030173","Growth","Growth",1,"3"
"170318031001","Growth","Growth",1,"3"
"170318031002","Growth","Growth",1,"3"
"170318032001","Growth","Growth",1,"3"
"170318032002","Stable","Stable",2.4131959645481e-237,"2"
"170318032003","Growth","Growth",1,"3"
"170318033001","Growth","Growth",1,"3"
"170318033002","Decline","Decline",0,"1"
"170318033003","Growth","Growth",1,"3"
"170318034001","Growth","Growth",1,"3"
"170318034002","Decline","Decline",0,"1"
"170318034003","Growth","Growth",1,"3"
"170318034004","Growth","Growth",1,"3"
"170318034005","Stable","Stable",2.11293529943374e-228,"2"
"170318034006","Growth","Growth",1,"3"
"170318035001","Growth","Growth",1,"3"
"170318035002","Growth","Growth",1,"3"
"170318035003","Growth","Growth",1,"3"
"170318035004","Growth","Growth",1,"3"
"170318035005","Growth","Growth",1,"3"
"170318036031","Growth","Growth",1,"3"
"170318036032","Growth","Growth",1,"3"
"170318036033","Growth","Growth",1,"3"
"170318036034","Stable","Stable",7.34773357674019e-196,"2"
"170318036041","Growth","Growth",1,"3"
"170318036042","Decline","Decline",0,"1"
"170318036043","Growth","Growth",1,"3"
"170318036044","Growth","Growth",1,"3"
"170318036051","Growth","Growth",1,"3"
"170318036052","Growth","Growth",1,"3"
"170318036053","Decline","Decline",0,"1"
"170318036055","Growth","Growth",1,"3"
"170318036061","Growth","Growth",1,"3"
"170318036062","Growth","Growth",1,"3"
"170318036063","Growth","Growth",1,"3"
"170318036064","Stable","Stable",3.36547556780083e-19,"2"
"170318036071","Growth","Growth",1,"3"
"170318036072","Growth","Growth",1,"3"
"170318036073","Stable","Stable",0,"2"
"170318036074","Growth","Growth",1,"3"
"170318036081","Growth","Growth",1,"3"
"170318036082","Growth","Growth",1,"3"
"170318036083","Growth","Growth",1,"3"
"170318036101","Growth","Growth",1,"3"
"170318036102","Decline","Decline",0,"1"
"170318036103","Growth","Growth",1,"3"
"170318036104","Decline","Decline",0,"1"
"170318036111","Stable","Stable",3.14938740664879e-266,"2"
"170318036112","Decline","Decline",0,"1"
"170318036113","Growth","Growth",1,"3"
"170318036114","Growth","Growth",1,"3"
"170318036115","Growth","Growth",1,"3"
"170318036121","Growth","Growth",1,"3"
"170318036122","Growth","Growth",1,"3"
"170318036141","Growth","Growth",1,"3"
"170318036142","Stable","Growth",1.18175107992907e-45,"Disagreement"
"170318036151","Growth","Stable",1,"Disagreement"
"170318036152","Growth","Growth",1,"3"
"170318036161","Stable","Decline",0,"Disagreement"
"170318036162","Stable","Stable",1.24648578622995e-106,"2"
"170318036163","Growth","Growth",1,"3"
"170318037011","Growth","Growth",1,"3"
"170318037012","Decline","Decline",0,"1"
"170318037021","Decline","Decline",0,"1"
"170318037022","Growth","Growth",1,"3"
"170318037023","Growth","Growth",1,"3"
"170318037024","Growth","Growth",1,"3"
"170318038001","Growth","Growth",1,"3"
"170318038002","Growth","Growth",1,"3"
"170318038003","Growth","Growth",1,"3"
"170318038004","Growth","Growth",1,"3"
"170318039011","Growth","Growth",1,"3"
"170318039012","Growth","Growth",1,"3"
"170318039021","Stable","Stable",3.25332183389327e-184,"2"
"170318039022","Growth","Growth",1,"3"
"170318039023","Growth","Growth",1,"3"
"170318040001","Growth","Growth",1,"3"
"170318040002","Growth","Growth",1,"3"
"170318041021","Growth","Growth",1,"3"
"170318041022","Growth","Growth",1,"3"
"170318041023","Growth","Growth",1,"3"
"170318041041","Growth","Growth",1,"3"
"170318041042","Growth","Growth",1,"3"
"170318041043","Growth","Growth",1,"3"
"170318041051","Growth","Growth",1,"3"
"170318041052","Growth","Growth",1,"3"
"170318041053","Growth","Growth",1,"3"
"170318041061","Growth","Growth",1,"3"
"170318041062","Growth","Growth",1,"3"
"170318041063","Growth","Growth",1,"3"
"170318041064","Growth","Growth",1,"3"
"170318041081","Growth","Growth",1,"3"
"170318041082","Growth","Growth",1,"3"
"170318041091","Growth","Growth",1,"3"
"170318041092","Growth","Growth",1,"3"
"170318042011","Decline","Decline",0,"1"
"170318042012","Growth","Growth",1,"3"
"170318042013","Decline","Decline",0,"1"
"170318042014","Decline","Decline",0,"1"
"170318042022","Growth","Growth",1,"3"
"170318042023","Growth","Growth",1,"3"
"170318042024","Growth","Growth",1,"3"
"170318042031","Growth","Growth",1,"3"
"170318042032","Growth","Growth",1,"3"
"170318042041","Stable","Decline",0,"Disagreement"
"170318042042","Growth","Growth",1,"3"
"170318042043","Stable","Stable",0,"2"
"170318043051","Growth","Growth",1,"3"
"170318043052","Growth","Growth",1,"3"
"170318043054","Growth","Growth",1,"3"
"170318043061","Growth","Growth",1,"3"
"170318043062","Growth","Growth",1,"3"
"170318043063","Growth","Growth",1,"3"
"170318043081","Decline","Decline",0,"1"
"170318043082","Growth","Growth",1,"3"
"170318043083","Growth","Growth",1,"3"
"170318043091","Growth","Growth",1,"3"
"170318043092","Growth","Growth",1,"3"
"170318043101","Growth","Growth",1,"3"
"170318043102","Decline","Decline",0,"1"
"170318043103","Growth","Growth",1,"3"
"170318043104","Growth","Growth",1,"3"
"170318043111","Decline","Decline",0,"1"
"170318043112","Growth","Growth",1,"3"
"170318043121","Growth","Growth",1,"3"
"170318043131","Growth","Growth",1,"3"
"170318043132","Growth","Growth",1,"3"
"170318043133","Growth","Growth",1,"3"
"170318043141","Decline","Decline",0,"1"
"170318043151","Stable","Stable",1.46770889508513e-204,"2"
"170318043161","Growth","Growth",1,"3"
"170318043162","Stable","Decline",0,"Disagreement"
"170318044032","Growth","Growth",1,"3"
"170318044033","Growth","Growth",1,"3"
"170318044034","Stable","Stable",5.69589336600867e-288,"2"
"170318044041","Growth","Growth",1,"3"
"170318044042","Growth","Growth",1,"3"
"170318044043","Stable","Stable",0,"2"
"170318044044","Stable","Stable",2.42339372796085e-18,"2"
"170318044051","Growth","Growth",1,"3"
"170318044052","Growth","Growth",1,"3"
"170318044061","Growth","Growth",1,"3"
"170318044062","Growth","Growth",1,"3"
"170318044063","Growth","Growth",1,"3"
"170318045051","Growth","Growth",1,"3"
"170318045052","Decline","Decline",0,"1"
"170318045053","Growth","Growth",1,"3"
"170318045061","Growth","Growth",1,"3"
"170318045062","Growth","Growth",1,"3"
"170318045063","Growth","Growth",1,"3"
"170318045071","Growth","Growth",1,"3"
"170318045072","Growth","Growth",1,"3"
"170318045073","Growth","Growth",1,"3"
"170318045081","Stable","Stable",1.19477731132938e-253,"2"
"170318045091","Stable","Stable",2.35038501687105e-74,"2"
"170318045092","Growth","Growth",1,"3"
"170318045093","Growth","Growth",1,"3"
"170318045094","Growth","Growth",1,"3"
"170318045101","Growth","Growth",1,"3"
"170318045102","Growth","Growth",1,"3"
"170318045103","Growth","Growth",1,"3"
"170318045104","Growth","Growth",1,"3"
"170318045111","Growth","Growth",1,"3"
"170318045112","Growth","Growth",1,"3"
"170318045121","Growth","Growth",1,"3"
"170318045122","Growth","Growth",1,"3"
"170318045131","Stable","Decline",0,"Disagreement"
"170318045132","Growth","Growth",1,"3"
"170318045133","Growth","Growth",1,"3"
"170318045141","Growth","Growth",1,"3"
"170318045142","Growth","Growth",1,"3"
"170318045143","Decline","Decline",0,"1"
"170318046031","Decline","Decline",1.06203959393833e-311,"1"
"170318046032","Growth","Growth",1,"3"
"170318046033","Growth","Growth",1,"3"
"170318046061","Stable","Stable",0,"2"
"170318046062","Growth","Growth",1,"3"
"170318046063","Decline","Decline",0,"1"
"170318046064","Growth","Growth",1,"3"
"170318046071","Growth","Growth",1,"3"
"170318046072","Stable","Stable",8.61750465973671e-21,"2"
"170318046073","Growth","Growth",1,"3"
"170318046074","Growth","Growth",1,"3"
"170318046081","Growth","Growth",1,"3"
"170318046082","Growth","Growth",1,"3"
"170318046083","Growth","Growth",1,"3"
"170318046091","Growth","Growth",1,"3"
"170318046092","Stable","Stable",4.93641008211768e-92,"2"
"170318046093","Growth","Growth",1,"3"
"170318046101","Growth","Growth",1,"3"
"170318046102","Decline","Decline",0,"1"
"170318046111","Growth","Growth",1,"3"
"170318046112","Decline","Decline",0,"1"
"170318046113","Growth","Growth",1,"3"
"170318047011","Decline","Stable",0,"Disagreement"
"170318047012","Growth","Growth",1,"3"
"170318047013","Growth","Growth",1,"3"
"170318047014","Stable","Stable",1.46425252560087e-250,"2"
"170318047051","Stable","Stable",4.64373383209512e-85,"2"
"170318047052","Growth","Growth",1,"3"
"170318047053","Stable","Stable",9.99778486442652e-305,"2"
"170318047061","Growth","Growth",1,"3"
"170318047062","Growth","Growth",1,"3"
"170318047092","Growth","Growth",1,"3"
"170318047093","Growth","Growth",1,"3"
"170318047094","Growth","Growth",1,"3"
"170318047095","Growth","Growth",1,"3"
"170318047101","Growth","Growth",1,"3"
"170318047102","Growth","Growth",1,"3"
"170318047103","Growth","Growth",1,"3"
"170318047104","Growth","Growth",1,"3"
"170318047111","Growth","Growth",1,"3"
"170318047112","Growth","Growth",1,"3"
"170318047113","Growth","Growth",1,"3"
"170318047114","Stable","Stable",3.94767690154732e-05,"2"
"170318047121","Stable","Stable",2.48779098814577e-119,"2"
"170318047122","Growth","Growth",1,"3"
"170318047123","Growth","Growth",1,"3"
"170318047131","Stable","Stable",6.80638598685766e-53,"2"
"170318047132","Growth","Growth",1,"3"
"170318047134","Growth","Growth",1,"3"
"170318047141","Growth","Growth",1,"3"
"170318047142","Growth","Growth",1,"3"
"170318047143","Stable","Stable",5.79610564905816e-70,"2"
"170318047151","Growth","Growth",1,"3"
"170318047152","Growth","Growth",1,"3"
"170318047161","Growth","Growth",1,"3"
"170318047162","Growth","Growth",1,"3"
"170318047163","Growth","Growth",1,"3"
"170318048031","Decline","Decline",0,"1"
"170318048032","Growth","Growth",1,"3"
"170318048033","Growth","Growth",1,"3"
"170318048041","Growth","Growth",1,"3"
"170318048042","Decline","Decline",0,"1"
"170318048043","Growth","Growth",1,"3"
"170318048044","Growth","Growth",1,"3"
"170318048051","Growth","Growth",1,"3"
"170318048052","Growth","Growth",1,"3"
"170318048053","Growth","Growth",1,"3"
"170318048054","Growth","Growth",1,"3"
"170318048061","Growth","Growth",1,"3"
"170318048062","Stable","Stable",4.04085944380129e-113,"2"
"170318048063","Growth","Growth",1,"3"
"170318048071","Growth","Growth",1,"3"
"170318048072","Growth","Growth",1,"3"
"170318048073","Growth","Growth",1,"3"
"170318048074","Growth","Growth",1,"3"
"170318048081","Growth","Growth",1,"3"
"170318048082","Growth","Growth",1,"3"
"170318048083","Growth","Growth",1,"3"
"170318048091","Stable","Stable",6.96089371699866e-83,"2"
"170318048092","Growth","Growth",1,"3"
"170318048093","Growth","Growth",1,"3"
"170318048101","Growth","Growth",1,"3"
"170318048102","Growth","Growth",1,"3"
"170318048103","Growth","Growth",1,"3"
"170318049011","Growth","Growth",1,"3"
"170318049012","Growth","Growth",1,"3"
"170318049013","Growth","Growth",1,"3"
"170318049014","Growth","Growth",1,"3"
"170318049015","Growth","Growth",1,"3"
"170318049021","Growth","Growth",1,"3"
"170318049022","Growth","Growth",1,"3"
"170318049023","Growth","Growth",1,"3"
"170318049024","Decline","Decline",0,"1"
"170318049025","Growth","Growth",1,"3"
"170318050011","Stable","Stable",1.28451536129156e-240,"2"
"170318050012","Growth","Growth",1,"3"
"170318050013","Growth","Growth",1,"3"
"170318050014","Growth","Growth",1,"3"
"170318050021","Growth","Growth",1,"3"
"170318050022","Growth","Growth",1,"3"
"170318050023","Growth","Growth",1,"3"
"170318050024","Decline","Decline",0,"1"
"170318050025","Growth","Growth",1,"3"
"170318051051","Growth","Growth",1,"3"
"170318051052","Growth","Growth",1,"3"
"170318051053","Growth","Growth",1,"3"
"170318051054","Growth","Growth",1,"3"
"170318051061","Growth","Growth",1,"3"
"170318051062","Growth","Growth",1,"3"
"170318051071","Growth","Growth",1,"3"
"170318051072","Growth","Growth",1,"3"
"170318051073","Growth","Growth",1,"3"
"170318051074","Growth","Growth",1,"3"
"170318051081","Growth","Growth",1,"3"
"170318051082","Growth","Growth",1,"3"
"170318051083","Growth","Growth",1,"3"
"170318051084","Growth","Growth",1,"3"
"170318051091","Growth","Growth",1,"3"
"170318051092","Growth","Growth",1,"3"
"170318051093","Stable","Stable",4.62843174370273e-145,"2"
"170318051101","Growth","Growth",1,"3"
"170318051102","Growth","Growth",1,"3"
"170318051103","Growth","Growth",1,"3"
"170318051104","Stable","Stable",0,"2"
"170318051111","Growth","Growth",1,"3"
"170318051112","Decline","Decline",0,"1"
"170318051113","Stable","Stable",2.03444540327012e-140,"2"
"170318051114","Growth","Growth",1,"3"
"170318051115","Growth","Growth",1,"3"
"170318051116","Decline","Decline",0,"1"
"170318051121","Growth","Growth",1,"3"
"170318051122","Growth","Growth",1,"3"
"170318052011","Growth","Growth",1,"3"
"170318052012","Growth","Growth",1,"3"
"170318052013","Growth","Growth",1,"3"
"170318052021","Growth","Growth",1,"3"
"170318052022","Growth","Growth",1,"3"
"170318052023","Decline","Decline",0,"1"
"170318052024","Growth","Growth",1,"3"
"170318053011","Growth","Growth",1,"3"
"170318053012","Growth","Growth",1,"3"
"170318053013","Growth","Growth",1,"3"
"170318053021","Growth","Growth",1,"3"
"170318053022","Growth","Growth",1,"3"
"170318053023","Growth","Growth",1,"3"
"170318054011","Growth","Growth",1,"3"
"170318054012","Growth","Growth",1,"3"
"170318054013","Growth","Growth",1,"3"
"170318054021","Growth","Growth",1,"3"
"170318054022","Stable","Stable",4.18044356909803e-273,"2"
"170318054023","Growth","Growth",1,"3"
"170318054025","Growth","Growth",1,"3"
"170318055011","Growth","Growth",1,"3"
"170318055012","Stable","Stable",7.69374837467902e-185,"2"
"170318055013","Growth","Growth",1,"3"
"170318055021","Growth","Growth",1,"3"
"170318055022","Growth","Growth",1,"3"
"170318055023","Stable","Stable",5.39930231507114e-89,"2"
"170318055024","Growth","Growth",1,"3"
"170318056001","Decline","Decline",0,"1"
"170318056002","Growth","Growth",1,"3"
"170318056003","Growth","Growth",1,"3"
"170318056004","Growth","Growth",1,"3"
"170318057011","Growth","Growth",1,"3"
"170318057012","Growth","Growth",1,"3"
"170318057013","Growth","Growth",1,"3"
"170318057014","Growth","Growth",1,"3"
"170318057015","Growth","Growth",1,"3"
"170318057021","Growth","Growth",1,"3"
"170318057022","Growth","Growth",1,"3"
"170318058011","Growth","Growth",1,"3"
"170318058012","Growth","Growth",1,"3"
"170318058013","Growth","Growth",1,"3"
"170318058021","Growth","Growth",1,"3"
"170318058022","Growth","Growth",1,"3"
"170318058023","Growth","Growth",1,"3"
"170318058024","Growth","Growth",1,"3"
"170318058025","Growth","Growth",1,"3"
"170318059011","Growth","Growth",1,"3"
"170318059012","Growth","Growth",1,"3"
"170318059013","Growth","Growth",1,"3"
"170318059021","Growth","Growth",1,"3"
"170318059022","Growth","Growth",1,"3"
"170318059023","Growth","Growth",1,"3"
"170318059024","Growth","Growth",1,"3"
"170318059025","Growth","Growth",1,"3"
"170318059026","Growth","Growth",1,"3"
"170318060012","Growth","Growth",1,"3"
"170318060013","Growth","Growth",1,"3"
"170318060022","Growth","Growth",1,"3"
"170318060023","Growth","Growth",1,"3"
"170318060024","Growth","Growth",1,"3"
"170318060025","Stable","Stable",8.83062739250781e-216,"2"
"170318060031","Growth","Growth",1,"3"
"170318060032","Growth","Growth",1,"3"
"170318060033","Growth","Growth",1,"3"
"170318060035","Growth","Growth",1,"3"
"170318060036","Growth","Growth",1,"3"
"170318060041","Growth","Growth",1,"3"
"170318060042","Growth","Growth",1,"3"
"170318060043","Growth","Growth",1,"3"
"170318060044","Stable","Stable",6.51423861406456e-298,"2"
"170318060051","Growth","Growth",1,"3"
"170318060061","Growth","Growth",1,"3"
"170318060062","Growth","Stable",1,"Disagreement"
"170318060063","Growth","Growth",1,"3"
"170318060064","Growth","Growth",1,"3"
"170318061021","Growth","Growth",1,"3"
"170318061022","Growth","Growth",1,"3"
"170318061023","Growth","Growth",1,"3"
"170318061031","Growth","Growth",1,"3"
"170318061032","Growth","Growth",1,"3"
"170318061033","Growth","Growth",1,"3"
"170318061034","Growth","Growth",1,"3"
"170318061043","Growth","Growth",1,"3"
"170318062011","Growth","Growth",1,"3"
"170318062012","Growth","Growth",1,"3"
"170318062021","Growth","Growth",1,"3"
"170318062022","Growth","Growth",1,"3"
"170318062023","Growth","Growth",1,"3"
"170318063001","Growth","Growth",1,"3"
"170318063002","Growth","Growth",1,"3"
"170318063003","Growth","Growth",1,"3"
"170318063004","Growth","Growth",1,"3"
"170318063005","Growth","Growth",1,"3"
"170318063006","Decline","Decline",0,"1"
"170318064001","Growth","Growth",1,"3"
"170318064002","Growth","Growth",1,"3"
"170318065011","Growth","Growth",1,"3"
"170318065012","Growth","Growth",1,"3"
"170318065021","Decline","Decline",0,"1"
"170318065022","Growth","Growth",1,"3"
"170318065023","Growth","Growth",1,"3"
"170318065024","Growth","Growth",1,"3"
"170318066001","Growth","Growth",1,"3"
"170318066002","Growth","Growth",1,"3"
"170318067001","Growth","Growth",1,"3"
"170318067002","Growth","Growth",1,"3"
"170318067003","Growth","Growth",1,"3"
"170318067004","Decline","Decline",0,"1"
"170318068011","Growth","Growth",1,"3"
"170318068012","Growth","Growth",1,"3"
"170318068013","Growth","Growth",1,"3"
"170318068014","Decline","Decline",0,"1"
